ID,Person,Survey_Type,Score,Comment,Permalink,Created_At,Updated_At
126236278,615599965,nps,10,The forms are self-explanatory and easy to use.  The entire process took less than 15 minutes.  It is something I have been meaning to do but never seemed to find the time.  Thank you!,https://app.delighted.com/r/HgqnuygZHztuMWav6GDYnueIV6sF89rV,05/18/2020 11:02:25,05/18/2020 11:03:39
126240234,615495670,nps,10,,https://app.delighted.com/r/pSCcVhhH5oCLIveM5DNDQNLFM1gGX3hd,05/18/2020 11:25:31,05/18/2020 11:25:31
126240457,615924619,nps,5,Not a complete service.,https://app.delighted.com/r/accx7rgyIcYnA6lmpC7jcuo1MTSb1kZL,05/18/2020 11:26:54,05/18/2020 11:27:26
126241136,615905726,nps,10,,https://app.delighted.com/r/7U80lMyclBOTTqQpLuJsCkjSBT8nVA1A,05/18/2020 11:30:47,05/18/2020 11:30:47
126242888,615492055,nps,10,,https://app.delighted.com/r/iSLZq4V4YocCMtKN0VqdKq4QWPRZPvJm,05/18/2020 11:41:35,05/18/2020 11:41:35
126243172,616012894,nps,10,,https://app.delighted.com/r/KVV6jHlEvNMFSrVjbLd7RlnIH0Y3e7om,05/18/2020 11:43:14,05/18/2020 11:43:14
126245956,615495634,nps,10,customer service is great,https://app.delighted.com/r/MRLItgGnFU5P4Xw978lfuUqzj1SFCd98,05/18/2020 11:59:54,05/18/2020 12:00:06
126246338,615574682,nps,10,easy to understand and fast to complete,https://app.delighted.com/r/rp6fm7re2EnOSgLwDOd333sFvlrna7Ml,05/18/2020 12:02:14,05/18/2020 12:02:44
126250605,616963254,nps,10,,https://app.delighted.com/r/UoeJ51TxMeDmDvblP4ygx7G83orrT9Am,05/18/2020 12:27:13,05/18/2020 12:27:13
126252368,615553310,nps,10,,https://app.delighted.com/r/VRGB89L8SIgVpIdHo6Q3y0f46BfgTPcb,05/18/2020 12:38:19,05/18/2020 12:38:19
126253098,610912048,nps,5,I was unable to make corrections ,https://app.delighted.com/r/jkTzpOKePzSjO908JLxw7AhA2l8qsizl,05/18/2020 12:42:30,05/18/2020 12:42:42
126253736,615607281,nps,9,"Documents are nice to have, however it is very simplified and some individuals may need a more robust document.",https://app.delighted.com/r/cxmhp8NsQdFjXucO4iVfm6BIT7qH6pPw,05/18/2020 12:46:46,05/18/2020 12:47:17
126254126,615622478,nps,10,"it was easy, quick and clear cut",https://app.delighted.com/r/r2F3ZFJpeAAhMwuxkjgxNjQpEAdpcygE,05/18/2020 12:49:05,05/18/2020 12:49:21
126258807,615591169,nps,10,,https://app.delighted.com/r/qXxbjcxuT7qzWdb3tuSd2OBCgJaO1q70,05/18/2020 13:17:37,05/18/2020 13:17:37
126264038,616200226,nps,10,,https://app.delighted.com/r/zv8YRTUljswgcduUJwpUGCf5Tuz4zcMS,05/18/2020 13:52:28,05/18/2020 13:52:28
126276531,616042151,nps,10,,https://app.delighted.com/r/N9vPSvhy68TLaSU9S3KIyMX4XeAcKKZv,05/18/2020 15:17:43,05/18/2020 15:17:43
126277292,616593018,nps,8,"Simplified form, convenience and privacy.",https://app.delighted.com/r/FwqjShNtx80sugrXIPKnubHyiH4NZAgo,05/18/2020 15:23:19,05/18/2020 15:26:23
126279410,617119957,nps,10,,https://app.delighted.com/r/lW2RrEyMXiOwtSBx2wUEdjnKz1l8Cz85,05/18/2020 15:38:47,05/18/2020 15:38:47
126285436,616187061,nps,10,It was very easy,https://app.delighted.com/r/6wDnv0K0HG5YBFxYTDGnJW8l9ZPlYHce,05/18/2020 16:15:28,05/18/2020 16:15:38
126292709,615847993,nps,10,It was free,https://app.delighted.com/r/1ihyZeEMeJaBvv5Pq5zhx3rTHnTdDaHk,05/18/2020 17:00:33,05/18/2020 17:00:47
126294608,616628181,nps,9,,https://app.delighted.com/r/dEikqgN7c8B3jx6I2RyydSXbPCvYI0R1,05/18/2020 17:12:29,05/18/2020 17:12:29
126314618,617221778,nps,10,,https://app.delighted.com/r/mnyUax5YkKfo6RJmwBPM3yP8c5jTwmwk,05/18/2020 19:41:11,05/18/2020 19:41:11
126323974,615724677,nps,9,,https://app.delighted.com/r/qwi9fBGTVEkHJnoQ2nmyD82Z1My7Y5ki,05/18/2020 21:01:58,05/18/2020 21:01:58
126325862,616100290,nps,10,,https://app.delighted.com/r/Tgkk2qGzvunOwNHmcLMt3HH4lOaJRYta,05/18/2020 21:17:58,05/18/2020 21:17:58
126332948,615607658,nps,10,,https://app.delighted.com/r/i81PcrXIojofy4kyc2lZ1oFDf44agYe4,05/18/2020 22:22:21,05/18/2020 22:22:21
126336633,616187432,nps,8,,https://app.delighted.com/r/d0jXhZOFvr4ofKTX9V2Nuaa3EJQ3jau3,05/18/2020 22:58:33,05/18/2020 22:58:33
126399907,617894347,nps,9,It was easy to do.,https://app.delighted.com/r/3cm6B6f0AlM9UdJNFy0Y14FESpFpqViV,05/19/2020 11:08:13,05/19/2020 11:08:30
126441350,615931121,nps,10,,https://app.delighted.com/r/PpPq92CzWksI8uFjjGhusk37R8OZ0L6E,05/19/2020 15:39:53,05/19/2020 15:39:53
126469231,617837163,nps,10,,https://app.delighted.com/r/IzVxIwhotSxb9U9EEXtq3zueSQwUFuy9,05/19/2020 18:58:16,05/19/2020 18:58:16
126486047,617969944,nps,10,,https://app.delighted.com/r/0tjOeRxf5dBmz1CTBSvSrwXiUfNBp3yY,05/19/2020 21:19:15,05/19/2020 21:19:15
126487173,618131439,nps,10,,https://app.delighted.com/r/aCTJAYDzdeUes9ghA355cFRrEaj4n2nl,05/19/2020 21:29:10,05/19/2020 21:29:10
126487181,618084494,nps,10,,https://app.delighted.com/r/YDlWfQLq376550buA8EFusrfheQrBB3T,05/19/2020 21:29:11,05/19/2020 21:29:11
126497645,618231035,nps,8,Pretty simple to use ,https://app.delighted.com/r/GEhj7a6iDvmiox2BXa4qoeHh864ySp4U,05/19/2020 23:14:37,05/19/2020 23:15:03
126498609,610912738,nps,10,,https://app.delighted.com/r/BWBknHtDidTGMiuW0CqCq5rFORQAJWmB,05/19/2020 23:26:13,05/19/2020 23:26:13
126507694,618119889,nps,0,,https://app.delighted.com/r/PRB15iIp5oYO1aD0s7dt9UCg4u92C5Io,05/20/2020 01:44:23,05/20/2020 01:44:23
126542312,615983222,nps,10,I think it's very important to have a will as well as advance directive established especially if children are involved.,https://app.delighted.com/r/74NN7d7hhUt4kOtRwDruJMREw0rW837O,05/20/2020 09:21:57,05/20/2020 09:22:39
126547216,615982886,nps,10,Great experience! Thank you!,https://app.delighted.com/r/EZUvAipdVXfjz8HkWAHooHl7PfY9mVFi,05/20/2020 09:52:19,05/20/2020 09:52:33
126547296,618450130,nps,7,,https://app.delighted.com/r/hgGXSu5uP35GzQfIKYU6z82jrXmRIJVK,05/20/2020 09:52:43,05/20/2020 09:52:43
126553073,618476740,nps,10,,https://app.delighted.com/r/Qbxt2rMFQkv120Pd0sSmoFdfw8CJl7Fi,05/20/2020 10:24:53,05/20/2020 10:24:53
126562159,618542577,nps,10,,https://app.delighted.com/r/wIrjGyppze3OaTHlk8Hws2WAoCkFP0DG,05/20/2020 11:19:48,05/20/2020 11:19:48
126567199,618531418,nps,7,,https://app.delighted.com/r/4BgntgHnGd0gZjELaXxHa6h271KqdIZq,05/20/2020 11:50:08,05/20/2020 11:50:08
126576353,618555981,nps,10,,https://app.delighted.com/r/XOZpdqLZiZc1yesOzLFnCvOanEvV1YlS,05/20/2020 12:32:04,05/20/2020 12:32:04
126588601,618640802,nps,8,,https://app.delighted.com/r/fPGh923PMQrFMKCoe6IxDDKbkbEL1ZNj,05/20/2020 13:01:41,05/20/2020 13:01:41
126588708,616397818,nps,10,Great Service,https://app.delighted.com/r/WvuNMFh8V9Su4KCjBfYlqv8Vbikrs8HK,05/20/2020 13:02:00,05/20/2020 13:02:29
126599122,618667257,nps,10,seems very efficient and convenient,https://app.delighted.com/r/W4ZFktVZeDYrQYDDrjuGOGY8n98NBu7X,05/20/2020 13:39:23,05/20/2020 13:39:40
126601845,618679119,nps,7,,https://app.delighted.com/r/LchBHnGjzsoj8mNfLrAYyBn6Qxe0prXZ,05/20/2020 13:57:24,05/21/2020 08:55:36
126607537,618699151,nps,10,,https://app.delighted.com/r/l5WPaYDVrHw6MgqDezPQtHJ88LSPOz3H,05/20/2020 14:35:26,05/20/2020 14:35:26
126616347,618744854,nps,10,,https://app.delighted.com/r/ss1Zii22tCNMpVu7i9EgSaJ5r9By3CjN,05/20/2020 15:35:52,05/20/2020 15:35:52
126620251,618807249,nps,9,,https://app.delighted.com/r/UBon6qdBilw8eR5LuoWrNY8gP8R3SFiT,05/20/2020 16:02:22,05/20/2020 16:02:22
126621557,610912583,nps,10,,https://app.delighted.com/r/Vgt9YaA1ByLorSRTnt129VJAMRVTkasd,05/20/2020 16:10:37,05/20/2020 16:10:37
126623615,618828275,nps,8,,https://app.delighted.com/r/mfQAB2szL7FBi25Dg8yTvlccx2xTgfie,05/20/2020 16:23:39,05/20/2020 16:25:05
126626821,618647806,nps,10,,https://app.delighted.com/r/Qfyn9bIAx50a0cwn7jbZziDtVGZXEuNa,05/20/2020 16:44:29,05/20/2020 16:44:29
126627102,618725955,nps,10,Easy to follow and it's free. Thank you,https://app.delighted.com/r/q42s2fVZuy5Rbt3JZVOtzVeiFMKiY2Ht,05/20/2020 16:46:23,05/20/2020 16:47:25
126636050,618845619,nps,10,It was so easy to do. Much easier than the paperwork I did 30 years ago. Very user friendly ,https://app.delighted.com/r/PboyVGJFUR1x08C0rH0R6vLIy57YFV32,05/20/2020 17:46:41,05/20/2020 17:47:17
126648627,618915684,nps,9,,https://app.delighted.com/r/TlhhxrwhQURlWWAUj1lWcCWM5U38VaiK,05/20/2020 19:30:05,05/20/2020 19:30:05
126663199,619127279,nps,10,So easy to use!,https://app.delighted.com/r/txGh6UpCH1uu7Aw9WcnuX5O61xPd3zcY,05/20/2020 21:52:08,05/20/2020 21:52:20
126669446,619154777,nps,10,Ease of use ,https://app.delighted.com/r/iZD0IMuL43XbPcI1bKvTCajQWTsj6K0z,05/20/2020 23:05:27,05/20/2020 23:05:34
126678213,617167852,nps,9,,https://app.delighted.com/r/nsAnLRKN0Fh7mJzlSZnfDD23PiBFLbin,05/21/2020 01:30:38,05/21/2020 01:30:38
126688877,615848528,nps,8,,https://app.delighted.com/r/jpiQfvABjdZ0jXmeuHHFB6WQQCblDB2Q,05/21/2020 05:27:46,05/21/2020 05:27:46
126691827,618813284,nps,10,,https://app.delighted.com/r/NAxzbnB6ox2GpWEx0KK9GYkIJLUw3iXS,05/21/2020 06:29:33,05/21/2020 06:29:33
126693501,619293657,nps,0,,https://app.delighted.com/r/PiqLc52DJoJYzcEX19bdOZATUsrPHYhg,05/21/2020 06:57:41,05/21/2020 06:58:20
126703378,618483283,nps,10,easy,https://app.delighted.com/r/rXiKYZwN6kw3K2yQ2jKjvJm3O6e5xwk1,05/21/2020 08:43:12,05/21/2020 08:43:22
126708032,619350619,nps,10,Super easy process.,https://app.delighted.com/r/XBl0mziNZspwJg6ATklpee1IdjgDZQpg,05/21/2020 09:20:40,05/21/2020 09:20:52
126715003,618604915,nps,9,,https://app.delighted.com/r/ODOVSDuocP58bJ7zhJFZ2Jr9zccHK7tI,05/21/2020 10:10:33,05/21/2020 10:10:33
126715240,619387933,nps,10,,https://app.delighted.com/r/aFmoYUGSgsrTcfSC34CQDUmzJoLSJSy3,05/21/2020 10:12:13,05/21/2020 10:12:13
126715922,617756518,nps,10,It's free and resourceful. ,https://app.delighted.com/r/bwJoZwFAJ7nCZT7Z3H949Rzvf2oSg5z0,05/21/2020 10:16:49,05/21/2020 10:17:17
126722869,618688046,nps,10,,https://app.delighted.com/r/gcBQLB3PHwrQVdAebXMu4rSlkJaLCopi,05/21/2020 11:03:40,05/21/2020 11:03:40
